Iteration,Model,AUC,Accuracy,Precision,Recall,F1Score,MCC
1,RandomForest,0.8307131689589187,0.7542509037354398,0.7762489153340771,0.7704232283464567,0.7733251003396111,0.5050221584722017
1,XGBoost,0.8420431231716905,0.764827955549605,0.795416720010242,0.76439468503937,0.7795972143798231,0.5282278321749847
1,LogisticRegression,0.8338105455877761,0.7601419199357343,0.8059781876935506,0.7364665354330708,0.7696560591449695,0.5228272417344496
2,RandomForest,0.8365407947316157,0.7604096933993841,0.7867849113165126,0.7708970750214172,0.7787599678555975,0.5176873535159373
2,XGBoost,0.8460696592166008,0.7716561788726737,0.8064640741694566,0.7664912495410598,0.785969755913911,0.5424031259016071
2,LogisticRegression,0.8375716908332798,0.7654973892087295,0.8152350081037277,0.7387100722065842,0.7750882825040128,0.534197606842939
3,RandomForest,0.8353262013078135,0.7587361092515732,0.7795558863664558,0.7747503390457403,0.7771456838980956,0.5141739359183051
3,XGBoost,0.8444973621729426,0.7677065202838399,0.7967770814682185,0.7680927135988164,0.7821720025109855,0.5339456755875324
3,LogisticRegression,0.8352022166729871,0.7607444102289463,0.8050289095065214,0.7381333990876587,0.770131206586056,0.5238004623730741
4,RandomForest,0.8336531789722006,0.7610791270585086,0.7839146084150428,0.7755402750491159,0.7797049564841676,0.5187698961167119
4,XGBoost,0.84321588070602,0.771857008970411,0.8046050939027528,0.7680500982318271,0.7859027516019601,0.5426951328084486
4,LogisticRegression,0.83574975037202,0.7635560315972687,0.8129750271444083,0.7355108055009824,0.7723053120165034,0.5305535144311607
5,RandomForest,0.8348745500690804,0.7618155040835454,0.78582950738305,0.7756276791181874,0.7806952662721894,0.5201516219139692
5,XGBoost,0.8437525027555739,0.7688445575043513,0.802128750961785,0.7660747091243111,0.7836872768276639,0.5364369821828766
5,LogisticRegression,0.8352586170965025,0.7606105234971214,0.808359091519957,0.7366809552969994,0.7708573625528644,0.5238534404264736
6,RandomForest,0.8360679340980626,0.7592716561788727,0.7842066054134591,0.7726939075116223,0.7784076904116343,0.515024867519289
6,XGBoost,0.847150558296148,0.7695809345293881,0.803411131059246,0.7664546121849768,0.7844978712747309,0.5379255762039388
6,LogisticRegression,0.8376695927011508,0.7648948989155174,0.8128859060402684,0.7408857352581355,0.7752176139272913,0.532408680883169
7,RandomForest,0.8355435200463138,0.7581336189583612,0.7800249687890137,0.7714532658352883,0.7757154385747098,0.5133305504609695
7,XGBoost,0.8460510099638627,0.7717231222385862,0.8036523766351509,0.7661439683911594,0.7844500632111251,0.5428428538174395
7,LogisticRegression,0.8352259663690633,0.7624179943767573,0.8096923495780016,0.7344116557599704,0.7702168986727096,0.5281786864084719
8,RandomForest,0.833081968078469,0.756125317980988,0.7782081719355242,0.7692687747035574,0.7737126529598112,0.5093455341677735
8,XGBoost,0.8444434832290214,0.7673718034542777,0.796484024124214,0.7666749011857708,0.7812952356976525,0.5334855414332161
8,LogisticRegression,0.8339080496913391,0.7624179943767573,0.8060304213218468,0.7396245059288538,0.7714009661835749,0.52715383298167
9,RandomForest,0.8378428288806623,0.7623510510108448,0.7843706602701679,0.7713221601489758,0.7777916875312969,0.5225195230458417
9,XGBoost,0.8468888299089337,0.7717231222385862,0.8032380206293249,0.7637492240844196,0.7829960544737177,0.5433004285832094
9,LogisticRegression,0.8400990286073525,0.7684428973088767,0.8151398793198025,0.7379267535692117,0.7746139310614453,0.5405627329905024
10,RandomForest,0.8348945777562323,0.7590708260811354,0.7815241915266984,0.7706093189964157,0.7760283776215072,0.515451058488847
10,XGBoost,0.8457063192587124,0.7691792743339135,0.7986620352502252,0.7672722778395749,0.7826525466464952,0.5372789894384457
10,LogisticRegression,0.8387206794077093,0.7647610121836926,0.8105577418917085,0.7382276603633667,0.7727037516170763,0.5325343823519946
